,noisy_sin,noisy_sin_lag30
0,0.9770229865124411,0.0
1,0.998029501909424,0.06039307236161276
2,0.9829129128006294,0.10243808345959408
3,0.9800581252536391,0.20941414701550148
4,0.9724724975796316,0.25269543721540144
5,0.9635590508664841,0.30401709006009886
6,0.9593027993884515,0.38948324309644955
7,0.9513955682247571,0.4154010336277045
8,0.967925706137123,0.4479576904273689
9,0.948534885166395,0.4979327156525807
10,0.9657280660165414,0.5346070905666331
11,0.9365742288107494,0.5497170100871763
12,0.9011457536725855,0.5868367350286634
13,0.877212812413007,0.6189115443178062
14,0.857199526104068,0.6721860336306327
15,0.8331397429306772,0.6703145715490306
16,0.8312648300963501,0.6895061943459612
17,0.823923877830942,0.7506057747452889
18,0.7995835460779035,0.8264892243277291
19,0.7539468196764292,0.8209107816587057
20,0.712279549999069,0.8641860285468689
21,0.7048503097041046,0.8669938465796229
22,0.6678900299898094,0.8705544320125731
23,0.5934821776475863,0.8715328170825934
24,0.53255631680259,0.8808358809035777
25,0.47320689330004323,0.9212995043970693
26,0.4537285240424685,0.9526877211668762
27,0.4036890892429302,0.9662488229678179
28,0.4088037122688636,0.9674002890032953
29,0.37547464045645035,0.9747411737105481
30,0.3291177065401739,0.9770229865124411
31,0.26917880552064644,0.998029501909424
32,0.2422403162426925,0.9829129128006294
33,0.18657111372374408,0.9800581252536391
34,0.11715315889215276,0.9724724975796316
35,0.08074130307946684,0.9635590508664841
36,0.03149186675925561,0.9593027993884515
37,0.010399940467491903,0.9513955682247571
38,-0.03997614805915142,0.967925706137123
39,-0.15547125079849458,0.948534885166395
40,-0.18408224697654887,0.9657280660165414
41,-0.27476584798123205,0.9365742288107494
42,-0.2838202202892508,0.9011457536725855
43,-0.28509836066174976,0.877212812413007
44,-0.33822669795884375,0.857199526104068
45,-0.4074413073949643,0.8331397429306772
46,-0.48071178520233004,0.8312648300963501
47,-0.4988825342168356,0.823923877830942
48,-0.5407939733591042,0.7995835460779035
49,-0.5903384998548635,0.7539468196764292
50,-0.6296980915227636,0.712279549999069
51,-0.6121274811046432,0.7048503097041046
52,-0.6336913069423085,0.6678900299898094
53,-0.6437971616846477,0.5934821776475863
54,-0.6510525685921931,0.53255631680259
55,-0.6504292589235166,0.47320689330004323
56,-0.6465556958361569,0.4537285240424685
57,-0.6822108493699811,0.4036890892429302
58,-0.7038392335477947,0.4088037122688636
59,-0.735965774646293,0.37547464045645035
60,-0.7645077899300701,0.3291177065401739
61,-0.7468795307601872,0.26917880552064644
62,-0.7655691693867093,0.2422403162426925
63,-0.7718007442572159,0.18657111372374408
64,-0.7900217319525296,0.11715315889215276
65,-0.803396825426954,0.08074130307946684
66,-0.781664560545166,0.03149186675925561
67,-0.7865595787756209,0.010399940467491903
68,-0.7898447128396531,-0.03997614805915142
69,-0.7676461635970889,-0.15547125079849458
70,-0.7428548080327189,-0.18408224697654887
71,-0.7087763501003291,-0.27476584798123205
72,-0.6870119610810559,-0.2838202202892508
73,-0.7083559184779713,-0.28509836066174976
74,-0.6711676010844909,-0.33822669795884375
75,-0.6348858139975451,-0.4074413073949643
76,-0.5841885590691196,-0.48071178520233004
77,-0.5754197246472283,-0.4988825342168356
78,-0.4851676577964126,-0.5407939733591042
79,-0.4815674028990582,-0.5903384998548635
80,-0.4298727815379404,-0.6296980915227636
81,-0.39248767263426454,-0.6121274811046432
82,-0.3660118152795426,-0.6336913069423085
83,-0.30719830596738934,-0.6437971616846477
84,-0.27281061478747143,-0.6510525685921931
85,-0.2855297708785054,-0.6504292589235166
86,-0.26940311618612534,-0.6465556958361569
87,-0.21376325492680978,-0.6822108493699811
88,-0.11505517407450416,-0.7038392335477947
89,-0.10319417817509119,-0.735965774646293
90,-0.0559548068882485,-0.7645077899300701
91,0.026623286899486953,-0.7468795307601872
92,0.08986199564568417,-0.7655691693867093
93,0.13036714368168184,-0.7718007442572159
94,0.14650921910647158,-0.7900217319525296
95,0.15438046274686934,-0.803396825426954
96,0.18672141933606823,-0.781664560545166
97,0.2279772652503087,-0.7865595787756209
98,0.2246775277242616,-0.7898447128396531
99,0.2341961110293202,-0.7676461635970889
100,0.29044074007875337,-0.7428548080327189
101,0.3293278490509016,-0.7087763501003291
102,0.35939342973081706,-0.6870119610810559
103,0.3968776043961265,-0.7083559184779713
104,0.4239040062384193,-0.6711676010844909
105,0.49098950613767706,-0.6348858139975451
106,0.573765172437469,-0.5841885590691196
107,0.6655411415798648,-0.5754197246472283
108,0.723786036171026,-0.4851676577964126
109,0.7814667833890542,-0.4815674028990582
110,0.8544994057055103,-0.4298727815379404
111,0.9323888254967625,-0.39248767263426454
112,1.0020948588730452,-0.3660118152795426
113,1.0640093667677086,-0.30719830596738934
114,1.0804269952422032,-0.27281061478747143
115,1.0720837379841448,-0.2855297708785054
116,1.1201421435411618,-0.26940311618612534
117,1.1431575920052204,-0.21376325492680978
118,1.16488501990914,-0.11505517407450416
119,1.1646878870489583,-0.10319417817509119
120,1.1524794786714967,-0.0559548068882485
121,1.201725869826702,0.026623286899486953
122,1.226470643988393,0.08986199564568417
123,1.2126817293747376,0.13036714368168184
124,1.2307969337206206,0.14650921910647158
125,1.2444402901974005,0.15438046274686934
126,1.260701609568334,0.18672141933606823
127,1.3148602581674214,0.2279772652503087
128,1.312990483622569,0.2246775277242616
129,1.2792411020432621,0.2341961110293202
130,1.2740680551355514,0.29044074007875337
131,1.2503042599058247,0.3293278490509016
132,1.2522915977985956,0.35939342973081706
133,1.2438766014392475,0.3968776043961265
134,1.2362797665757097,0.4239040062384193
135,1.2047698117032068,0.49098950613767706
136,1.1941011311568568,0.573765172437469
137,1.159370671423746,0.6655411415798648
138,1.146693498167838,0.723786036171026
139,1.112567498044248,0.7814667833890542
140,1.0570805839652662,0.8544994057055103
141,1.0377608414648254,0.9323888254967625
142,0.9880914718251405,1.0020948588730452
143,0.9873304543429211,1.0640093667677086
144,0.9611969616403484,1.0804269952422032
145,0.9339905188507078,1.0720837379841448
146,0.8965757096564773,1.1201421435411618
147,0.853906127990649,1.1431575920052204
148,0.7549474196349671,1.16488501990914
149,0.7399133545811543,1.1646878870489583
150,0.6756808147594998,1.1524794786714967
151,0.6521980453182471,1.201725869826702
152,0.5901602955046508,1.226470643988393
153,0.5390170807091916,1.2126817293747376
154,0.4852824058736819,1.2307969337206206
155,0.4117712902353231,1.2444402901974005
156,0.3582835311854735,1.260701609568334
157,0.31978017660206204,1.3148602581674214
158,0.2600718274804959,1.312990483622569
159,0.18024199299875754,1.2792411020432621
160,0.11678113664321083,1.2740680551355514
161,0.07293343768949812,1.2503042599058247
162,0.05057809217302736,1.2522915977985956
163,0.021312121915191162,1.2438766014392475
164,-0.020342370665894505,1.2362797665757097
165,-0.09159911893518874,1.2047698117032068
166,-0.11715454258374514,1.1941011311568568
167,-0.16262704640959028,1.159370671423746
168,-0.21330395942291686,1.146693498167838
169,-0.2356926571506393,1.112567498044248
170,-0.26372619531297437,1.0570805839652662
171,-0.29319036467556914,1.0377608414648254
172,-0.3601625722730876,0.9880914718251405
173,-0.41280302589480744,0.9873304543429211
174,-0.4895913949231479,0.9611969616403484
175,-0.519826003852565,0.9339905188507078
176,-0.5521468299399329,0.8965757096564773
177,-0.5612049917174129,0.853906127990649
178,-0.585272415028719,0.7549474196349671
179,-0.6209596456892096,0.7399133545811543
180,-0.5959903790351904,0.6756808147594998
181,-0.6429580438444137,0.6521980453182471
182,-0.6949092006762024,0.5901602955046508
183,-0.7274255370086529,0.5390170807091916
184,-0.7307955822390664,0.4852824058736819
185,-0.7524028453926133,0.4117712902353231
186,-0.7737435686217565,0.3582835311854735
187,-0.8086948630190907,0.31978017660206204
188,-0.7799460991185453,0.2600718274804959
189,-0.7981844226453579,0.18024199299875754
190,-0.8247198120096177,0.11678113664321083
191,-0.826140861608128,0.07293343768949812
192,-0.8412386109724237,0.05057809217302736
193,-0.8402748685560417,0.021312121915191162
194,-0.7998401958613885,-0.020342370665894505
195,-0.7990077884458385,-0.09159911893518874
196,-0.7863941592253821,-0.11715454258374514
197,-0.7789192975995196,-0.16262704640959028
198,-0.7649273321204061,-0.21330395942291686
199,-0.7247658822620657,-0.2356926571506393
200,-0.6891571174203193,-0.26372619531297437
201,-0.671970698113692,-0.29319036467556914
202,-0.6665675987318396,-0.3601625722730876
203,-0.6403044389479214,-0.41280302589480744
204,-0.5892394205070812,-0.4895913949231479
205,-0.5563303863120157,-0.519826003852565
206,-0.52420349964565,-0.5521468299399329
207,-0.5300008180743366,-0.5612049917174129
208,-0.46802641530379824,-0.585272415028719
209,-0.46316056335943345,-0.6209596456892096
210,-0.45191647162906556,-0.5959903790351904
211,-0.41793826587670846,-0.6429580438444137
212,-0.37304083984623626,-0.6949092006762024
213,-0.3267732581666523,-0.7274255370086529
214,-0.29858476163480946,-0.7307955822390664
215,-0.25886556629159024,-0.7524028453926133
216,-0.22530424115548398,-0.7737435686217565
217,-0.21946797629039688,-0.8086948630190907
218,-0.17641662621322465,-0.7799460991185453
219,-0.14329572597156645,-0.7981844226453579
220,-0.0836155271525599,-0.8247198120096177
221,-0.037090544855277845,-0.826140861608128
222,0.035650137269823565,-0.8412386109724237
223,0.10199134087176032,-0.8402748685560417
224,0.1729193184101095,-0.7998401958613885
225,0.2508066931655316,-0.7990077884458385
226,0.3160796391815005,-0.7863941592253821
227,0.36048521292215496,-0.7789192975995196
228,0.44005412541813493,-0.7649273321204061
229,0.4649506351392704,-0.7247658822620657
230,0.5099919450070945,-0.6891571174203193
231,0.5751097468738341,-0.671970698113692
232,0.6119903086852168,-0.6665675987318396
233,0.6712593433699764,-0.6403044389479214
234,0.6933135089473518,-0.5892394205070812
235,0.7200944631552216,-0.5563303863120157
236,0.7709441815519054,-0.52420349964565
237,0.8240314744670667,-0.5300008180743366
238,0.8868077846648394,-0.46802641530379824
239,0.9178244293238049,-0.46316056335943345
240,0.9556013827268668,-0.45191647162906556
241,0.9991099736676587,-0.41793826587670846
242,1.0367906291399098,-0.37304083984623626
243,1.030546816658973,-0.3267732581666523
244,1.039383609174234,-0.29858476163480946
245,1.0934679856904288,-0.25886556629159024
246,1.0818202927131257,-0.22530424115548398
247,1.112017679263079,-0.21946797629039688
248,1.1149301568159844,-0.17641662621322465
249,1.1491358674341638,-0.14329572597156645
250,1.138841241719208,-0.0836155271525599
251,1.1455924499703143,-0.037090544855277845
252,1.1008710957548573,0.035650137269823565
253,1.1004895777645192,0.10199134087176032
254,1.1239600582338145,0.1729193184101095
255,1.0841510463894615,0.2508066931655316
256,1.105267989270766,0.3160796391815005
257,1.0790550047435437,0.36048521292215496
258,1.0660670321850123,0.44005412541813493
259,0.9863887126599681,0.4649506351392704
260,0.9952761761694415,0.5099919450070945
261,0.95570093867862,0.5751097468738341
262,0.9218037311770211,0.6119903086852168
263,0.8682019338345893,0.6712593433699764
264,0.8191593314214295,0.6933135089473518
265,0.8184215833522884,0.7200944631552216
266,0.7766366958712339,0.7709441815519054
267,0.7660206976624584,0.8240314744670667
268,0.7282311229403031,0.8868077846648394
269,0.7009617966756578,0.9178244293238049
270,0.6518559250754233,0.9556013827268668
271,0.6231566393062243,0.9991099736676587
272,0.6439426541784696,1.0367906291399098
273,0.6176149080384645,1.030546816658973
274,0.5864930214923577,1.039383609174234
275,0.5309830536767484,1.0934679856904288
276,0.5094610453180092,1.0818202927131257
277,0.495167826390754,1.112017679263079
278,0.40774592248801533,1.1149301568159844
279,0.3271605445393709,1.1491358674341638
280,0.3281226646051435,1.138841241719208
281,0.28901446506713424,1.1455924499703143
282,0.2425103562760551,1.1008710957548573
283,0.20597462796883842,1.1004895777645192
284,0.18189296542211117,1.1239600582338145
285,0.15080644971277635,1.0841510463894615
286,0.09565871467781142,1.105267989270766
287,0.09471293439949305,1.0790550047435437
288,0.045711922866960575,1.0660670321850123
289,-0.02375649712187758,0.9863887126599681
290,-0.08512757969587684,0.9952761761694415
291,-0.13575340699987962,0.95570093867862
292,-0.1913687991720559,0.9218037311770211
293,-0.24151102819598416,0.8682019338345893
294,-0.2787060283318552,0.8191593314214295
295,-0.3996732477599744,0.8184215833522884
296,-0.46022248205455485,0.7766366958712339
297,-0.47856791879015764,0.7660206976624584
298,-0.5045587224361111,0.7282311229403031
299,-0.5583074920760156,0.7009617966756578
300,-0.6090418623844827,0.6518559250754233
301,-0.6163394180831383,0.6231566393062243
302,-0.6545374068316273,0.6439426541784696
303,-0.6974569603777991,0.6176149080384645
304,-0.6820422837934931,0.5864930214923577
305,-0.7170637440602119,0.5309830536767484
306,-0.72504763092232,0.5094610453180092
307,-0.748040652075854,0.495167826390754
308,-0.7664838533147947,0.40774592248801533
309,-0.8061599299786028,0.3271605445393709
310,-0.8406325159588504,0.3281226646051435
311,-0.8234902531095304,0.28901446506713424
312,-0.8604870497398177,0.2425103562760551
313,-0.8615976882474611,0.20597462796883842
314,-0.8949672788283054,0.18189296542211117
315,-0.9033285026299003,0.15080644971277635
316,-0.9043946562139871,0.09565871467781142
317,-0.9405475619544872,0.09471293439949305
318,-0.9089582880517294,0.045711922866960575
319,-0.9060111174779665,-0.02375649712187758
320,-0.8675925859943925,-0.08512757969587684
321,-0.8774568338606389,-0.13575340699987962
322,-0.8413401478106709,-0.1913687991720559
323,-0.7692807191559631,-0.24151102819598416
324,-0.7448744774403185,-0.2787060283318552
325,-0.7385700539555208,-0.3996732477599744
326,-0.7034679168526488,-0.46022248205455485
327,-0.6741728835567876,-0.47856791879015764
328,-0.6510554416948537,-0.5045587224361111
329,-0.623793330832701,-0.5583074920760156
330,-0.6053913030682048,-0.6090418623844827
331,-0.5614465111908777,-0.6163394180831383
332,-0.5348554894515547,-0.6545374068316273
333,-0.5176436005968703,-0.6974569603777991
334,-0.4593553147268371,-0.6820422837934931
335,-0.4227120054634793,-0.7170637440602119
336,-0.3183087476741352,-0.72504763092232
337,-0.2809239512746331,-0.748040652075854
338,-0.25338449096404236,-0.7664838533147947
339,-0.22079745019802594,-0.8061599299786028
340,-0.16551035019665286,-0.8406325159588504
341,-0.13458450271154573,-0.8234902531095304
342,-0.1162788140508832,-0.8604870497398177
343,-0.02885035456707863,-0.8615976882474611
344,-0.008885335317375176,-0.8949672788283054
345,0.07644738921495549,-0.9033285026299003
346,0.12963252892613464,-0.9043946562139871
347,0.15454448718524713,-0.9405475619544872
348,0.24385320296530963,-0.9089582880517294
349,0.28890384595101165,-0.9060111174779665
350,0.31472553353114274,-0.8675925859943925
351,0.36549666563615113,-0.8774568338606389
352,0.44458917973764345,-0.8413401478106709
353,0.5088371838907412,-0.7692807191559631
354,0.575708817791341,-0.7448744774403185
355,0.66362726867972,-0.7385700539555208
356,0.7142294662295918,-0.7034679168526488
357,0.7675493374988225,-0.6741728835567876
358,0.805466190945,-0.6510554416948537
359,0.8130755012586981,-0.623793330832701
360,0.850195115444637,-0.6053913030682048
361,0.9273766435051763,-0.5614465111908777
362,0.9239264584001342,-0.5348554894515547
363,0.9913482258237485,-0.5176436005968703
