,stockprice,stockprice_missing_closed_days
0,100.0,100.0
1,101.35730920228596,101.35730920228596
2,104.71860039480609,104.71860039480609
3,102.95489332223069,102.95489332223069
4,102.06684330589437,102.06684330589437
5,100.98418900331541,
6,102.37364933019005,
7,102.54639033676882,102.54639033676882
8,100.32739326335316,100.32739326335316
9,101.22613214943779,101.22613214943779
10,102.95997851957776,102.95997851957776
11,101.71642067539202,101.71642067539202
12,100.54778930314596,
13,101.06732393880868,
14,99.32114410702592,99.32114410702592
15,99.99912174266146,99.99912174266146
16,101.28305753182781,101.28305753182781
17,100.50669494776005,100.50669494776005
18,101.01236392080837,101.01236392080837
19,100.37692182993065,
20,102.9274784588943,
21,103.43442983704072,103.43442983704072
22,102.71690672686245,102.71690672686245
23,102.0320985993302,102.0320985993302
24,104.20883323234416,104.20883323234416
25,106.31735748937177,106.31735748937177
26,103.2894629523003,
27,101.72120939936,
28,102.16642293512541,102.16642293512541
29,98.57549184581188,98.57549184581188
30,100.88980783226835,100.88980783226835
31,102.99471898223193,102.99471898223193
32,99.81860836756795,99.81860836756795
33,100.09963227996917,
34,98.3881239476191,
35,95.45802190408462,95.45802190408462
36,95.9455426839482,95.9455426839482
37,95.32390956664176,95.32390956664176
38,95.36913156023266,95.36913156023266
39,96.09985582395333,96.09985582395333
40,97.08119972903286,
41,94.97729139932449,
42,98.20811354145343,98.20811354145343
43,100.30130185236598,100.30130185236598
44,99.4567707471125,99.4567707471125
45,101.16273137775534,101.16273137775534
46,96.86452538469162,96.86452538469162
47,95.80244952922406,
48,94.91538843275588,
49,92.51703362442318,92.51703362442318
50,92.25149575854049,92.25149575854049
51,93.2295501952384,93.2295501952384
52,92.85682194905021,92.85682194905021
53,92.40869813594398,92.40869813594398
54,94.25625312380743,
55,94.67706579207449,
56,91.63885061964882,91.63885061964882
57,93.1799256082549,93.1799256082549
58,92.07539475704047,92.07539475704047
59,90.32905519088207,90.32905519088207
60,89.90110912342838,89.90110912342838
61,89.39559688668204,
62,89.29145652946593,
63,89.59838017497842,89.59838017497842
64,90.43731781468979,90.43731781468979
65,90.24415657671369,90.24415657671369
66,90.759170252162,90.759170252162
67,89.90332709781077,89.90332709781077
68,90.2345106642256,
69,88.93851707158792,
70,88.0602139058606,88.0602139058606
71,87.01623095397882,87.01623095397882
72,86.4774765378655,86.4774765378655
73,86.82693129994887,86.82693129994887
