,noisy_sin,noisy_sin_missing_values
0,0.0,0.0
1,0.06435755693818826,0.06435755693818826
2,0.30902670214028216,0.30902670214028216
3,0.42657733905256473,0.42657733905256473
4,0.49416690416256054,0.49416690416256054
5,0.4948902234699293,0.4948902234699293
6,0.6114993820677908,
7,0.7030310891016012,0.7030310891016012
8,0.4110702433650438,0.4110702433650438
9,0.9652149884871556,0.9652149884871556
10,0.5720060530951343,0.5720060530951343
11,0.9985929215556222,
12,0.8768216449877764,0.8768216449877764
13,0.8506759438842175,0.8506759438842175
14,1.0097946032409086,1.0097946032409086
15,0.6942359078888267,0.6942359078888267
16,1.0806401743351064,1.0806401743351064
17,1.1802201831963903,1.1802201831963903
18,1.0156615760928034,
19,0.9611710507700583,0.9611710507700583
20,1.104388948199979,1.104388948199979
21,0.5491266688249059,0.5491266688249059
22,0.6579432484241208,0.6579432484241208
23,0.90105876036361,0.90105876036361
24,0.5908922140819322,0.5908922140819322
25,0.5712395225175371,0.5712395225175371
26,0.3254551923318062,0.3254551923318062
27,0.409992734586116,0.409992734586116
28,0.4051494631633583,0.4051494631633583
29,0.3756622153113195,0.3756622153113195
30,0.1715680957842378,0.1715680957842378
31,0.18249464188950953,0.18249464188950953
32,-0.16120397543518544,-0.16120397543518544
33,-0.040370145937574875,-0.040370145937574875
34,-0.20530885153249287,
35,-0.3355656309679493,-0.3355656309679493
36,-0.515010550593957,-0.515010550593957
37,-0.3227433540845259,-0.3227433540845259
38,-0.7027324821035561,-0.7027324821035561
39,-0.9129232318692985,
40,-0.8858692223879041,-0.8858692223879041
41,-0.8137444046413601,-0.8137444046413601
42,-0.7711667458752951,-0.7711667458752951
43,-0.9798674058799837,-0.9798674058799837
44,-0.8213821600171433,
45,-0.743624341843427,-0.743624341843427
46,-1.2366820954419946,-1.2366820954419946
47,-1.0211369607465453,-1.0211369607465453
48,-0.9996703394408711,
49,-0.8950865195169617,-0.8950865195169617
50,-1.0779456536316596,-1.0779456536316596
51,-0.8102802727400323,-0.8102802727400323
52,-0.9158349016915839,-0.9158349016915839
53,-0.5192491472432427,-0.5192491472432427
54,-0.9854206975741678,-0.9854206975741678
55,-0.6228810695894051,-0.6228810695894051
56,-0.8078580621138559,-0.8078580621138559
57,-0.6395924287482411,-0.6395924287482411
58,-0.34084748357719197,-0.34084748357719197
59,-0.2795087937395893,-0.2795087937395893
60,-0.37798484085920575,-0.37798484085920575
61,-0.34365195066076587,-0.34365195066076587
62,-0.21944621815275617,-0.21944621815275617
63,0.04533598758253124,0.04533598758253124
64,0.06226728197202697,
65,0.2507191332300077,0.2507191332300077
66,0.3069679173253711,0.3069679173253711
67,0.35794532657816086,
68,0.4683622258503476,0.4683622258503476
69,0.5138207339192671,0.5138207339192671
70,0.6133262825787029,0.6133262825787029
71,0.9778154300255747,
72,0.8179301375780262,0.8179301375780262
73,0.761397057823982,0.761397057823982
74,1.0087249893637655,1.0087249893637655
75,1.1582629757070073,1.1582629757070073
76,0.8790038863052849,0.8790038863052849
77,0.9321796736347189,
78,0.9184514965193074,0.9184514965193074
79,0.8819173135186861,0.8819173135186861
80,0.9866968825727802,0.9866968825727802
81,1.0457175577032327,1.0457175577032327
82,0.7452603484031473,0.7452603484031473
83,0.7712929720352705,0.7712929720352705
84,0.9162375190358679,0.9162375190358679
85,0.751414972583905,0.751414972583905
86,0.7025352747188435,0.7025352747188435
87,0.6008627297209983,0.6008627297209983
88,0.8459557073093564,0.8459557073093564
89,0.053458009868952217,
90,0.3013925159803454,
91,0.4136677069227177,0.4136677069227177
92,0.06608800079338725,0.06608800079338725
93,0.0903945939803999,0.0903945939803999
94,0.2787506099693393,0.2787506099693393
95,0.17561644054669304,0.17561644054669304
96,-0.08679131035367678,-0.08679131035367678
97,-0.267303702114538,-0.267303702114538
98,-0.41539762621205384,-0.41539762621205384
99,-0.6328144357435964,
100,-0.5555318074110853,-0.5555318074110853
101,-0.5249762669684985,-0.5249762669684985
102,-0.8318579726617628,-0.8318579726617628
103,-0.5066235354383115,-0.5066235354383115
104,-0.8889900364425825,-0.8889900364425825
