,noisy_sin,noisy_sin_lag6
0,0.3078789981937942,0.0
1,0.36357802463991606,0.09171255753111632
2,0.41350058989422867,0.1639844361017267
3,0.4591822798708342,0.16515460395999365
4,0.4981701213789524,0.21412304318687245
5,0.5550033296325038,0.28233102569290436
6,0.6346630909701143,0.3078789981937942
7,0.644960801830506,0.36357802463991606
8,0.7162193259495263,0.41350058989422867
9,0.7608059189315193,0.4591822798708342
10,0.8104743530728448,0.4981701213789524
11,0.8087763016190733,0.5550033296325038
12,0.8450581447786751,0.6346630909701143
13,0.9216737653290764,0.644960801830506
14,0.9158869704339961,0.7162193259495263
15,0.8798550277259312,0.7608059189315193
16,0.8489999534888406,0.8104743530728448
17,0.8788954657995973,0.8087763016190733
18,0.9729181155493035,0.8450581447786751
19,1.025081370969211,0.9216737653290764
20,1.0920767601902834,0.9158869704339961
21,1.107349378272515,0.8798550277259312
22,1.160890497287786,0.8489999534888406
23,1.1596525475169395,0.8788954657995973
24,1.1836530379016614,0.9729181155493035
25,1.1775638002479947,1.025081370969211
26,1.1601376893368125,1.0920767601902834
27,1.1615883389642176,1.107349378272515
28,1.141465305573421,1.160890497287786
29,1.1747954301024284,1.1596525475169395
30,1.1707690451550539,1.1836530379016614
31,1.1707396392590983,1.1775638002479947
32,1.1451827545036102,1.1601376893368125
33,1.1672216070218437,1.1615883389642176
34,1.12461858812351,1.141465305573421
35,1.123375914228934,1.1747954301024284
36,1.0882262005552379,1.1707690451550539
37,1.0324727480864873,1.1707396392590983
38,0.9887339935496346,1.1451827545036102
39,0.9330940136729651,1.1672216070218437
40,0.894059850601698,1.12461858812351
41,0.8491989622193483,1.123375914228934
42,0.8229725397510695,1.0882262005552379
43,0.8029865687202052,1.0324727480864873
44,0.7590736973761062,0.9887339935496346
45,0.7174733688637103,0.9330940136729651
46,0.6843515541821197,0.894059850601698
47,0.6239603186841772,0.8491989622193483
48,0.6015041729453522,0.8229725397510695
49,0.5821815360779561,0.8029865687202052
50,0.5418891406871744,0.7590736973761062
51,0.5694316543578809,0.7174733688637103
52,0.5499571452415898,0.6843515541821197
53,0.4976117204329391,0.6239603186841772
54,0.4369579468464351,0.6015041729453522
55,0.38002573328553135,0.5821815360779561
56,0.31441701693841023,0.5418891406871744
57,0.29980647759889195,0.5694316543578809
58,0.2279694462949814,0.5499571452415898
59,0.17560599656639458,0.4976117204329391
60,0.10946671456490334,0.4369579468464351
61,0.09309896051346889,0.38002573328553135
62,7.211549742924817e-07,0.31441701693841023
63,-0.05936081334983018,0.29980647759889195
64,-0.11042318701495796,0.2279694462949814
65,-0.14677914448844542,0.17560599656639458
66,-0.1777062157087821,0.10946671456490334
67,-0.22873551406537462,0.09309896051346889
68,-0.24078638568141675,7.211549742924817e-07
69,-0.27264683327291817,-0.05936081334983018
70,-0.23560450236028274,-0.11042318701495796
71,-0.321644205848536,-0.14677914448844542
72,-0.33933491937401916,-0.1777062157087821
73,-0.40751248959130193,-0.22873551406537462
74,-0.4661373364520307,-0.24078638568141675
75,-0.43564535719102887,-0.27264683327291817
76,-0.41071281588053454,-0.23560450236028274
77,-0.496594304109222,-0.321644205848536
78,-0.5291683486425314,-0.33933491937401916
79,-0.5546456785598615,-0.40751248959130193
80,-0.642632463407431,-0.4661373364520307
81,-0.6630495062461363,-0.43564535719102887
82,-0.66727125542717,-0.41071281588053454
83,-0.6746329131146652,-0.496594304109222
84,-0.7488964684441994,-0.5291683486425314
85,-0.7234934126655926,-0.5546456785598615
86,-0.7226762801146092,-0.642632463407431
87,-0.7289801064626638,-0.6630495062461363
88,-0.7544767613417138,-0.66727125542717
89,-0.7315327126965714,-0.6746329131146652
90,-0.6996249655462332,-0.7488964684441994
91,-0.7091162228470347,-0.7234934126655926
92,-0.6982145250131513,-0.7226762801146092
93,-0.6617459337202525,-0.7289801064626638
94,-0.7100237024198406,-0.7544767613417138
95,-0.6909662797343803,-0.7315327126965714
96,-0.7330140940492016,-0.6996249655462332
97,-0.7418910464667277,-0.7091162228470347
98,-0.7048565331740113,-0.6982145250131513
99,-0.6848609843055806,-0.6617459337202525
100,-0.6707347099503007,-0.7100237024198406
101,-0.6512638836622414,-0.6909662797343803
102,-0.5939244229527607,-0.7330140940492016
103,-0.5390844006060175,-0.7418910464667277
104,-0.5292212912957168,-0.7048565331740113
105,-0.483739737905881,-0.6848609843055806
106,-0.46052213652686136,-0.6707347099503007
107,-0.3456168655668612,-0.6512638836622414
108,-0.3277590823854748,-0.5939244229527607
109,-0.29515701523532617,-0.5390844006060175
110,-0.26241446088555964,-0.5292212912957168
111,-0.2313358652999535,-0.483739737905881
112,-0.18102615218624588,-0.46052213652686136
113,-0.12564663567202142,-0.3456168655668612
114,-0.1287351096750402,-0.3277590823854748
115,-0.09835940401709112,-0.29515701523532617
116,-0.09082840102548675,-0.26241446088555964
117,-0.00271376855883515,-0.2313358652999535
118,0.1242547419894454,-0.18102615218624588
119,0.21751695046037164,-0.12564663567202142
120,0.2783613948275742,-0.1287351096750402
121,0.3603592673344149,-0.09835940401709112
122,0.4153714982332013,-0.09082840102548675
123,0.5167877237274914,-0.00271376855883515
124,0.5867980022115895,0.1242547419894454
125,0.6281314153117967,0.21751695046037164
126,0.6406112174123142,0.2783613948275742
127,0.6676565742264464,0.3603592673344149
128,0.7236984356929932,0.4153714982332013
129,0.7304735385218644,0.5167877237274914
130,0.7675915746002571,0.5867980022115895
131,0.8524205928740415,0.6281314153117967
132,0.8948313534503681,0.6406112174123142
133,0.9971018941234497,0.6676565742264464
134,1.0809581291770822,0.7236984356929932
135,1.1088018526370935,0.7304735385218644
136,1.1013236567030207,0.7675915746002571
137,1.1331200408710833,0.8524205928740415
138,1.149448407359069,0.8948313534503681
139,1.1907006204663388,0.9971018941234497
140,1.2686536868436122,1.0809581291770822
141,1.2586844618413333,1.1088018526370935
142,1.2695426818821316,1.1013236567030207
143,1.3007539755206872,1.1331200408710833
144,1.3548220862916271,1.149448407359069
145,1.3869807281850535,1.1907006204663388
146,1.4137326785097684,1.2686536868436122
147,1.467220449597103,1.2586844618413333
148,1.4915882146149237,1.2695426818821316
149,1.4905907875608606,1.3007539755206872
150,1.4963307335503564,1.3548220862916271
151,1.4756190632373114,1.3869807281850535
152,1.4917014101272508,1.4137326785097684
153,1.5176928468641557,1.467220449597103
154,1.4182734703283473,1.4915882146149237
155,1.4479431865240482,1.4905907875608606
156,1.4352117400094402,1.4963307335503564
157,1.4362722477482868,1.4756190632373114
158,1.4412567691469884,1.4917014101272508
159,1.3511993554958408,1.5176928468641557
160,1.2932852366456524,1.4182734703283473
161,1.2601581429681994,1.4479431865240482
162,1.2104694947621875,1.4352117400094402
163,1.1920407301647504,1.4362722477482868
164,1.146812732017703,1.4412567691469884
165,1.0620999195831153,1.3511993554958408
166,1.0482859330289551,1.2932852366456524
167,1.047925530526907,1.2601581429681994
168,1.0290247620204624,1.2104694947621875
169,0.9684395659375986,1.1920407301647504
170,0.9204571815868285,1.146812732017703
171,0.8963767722494503,1.0620999195831153
172,0.8726541079159773,1.0482859330289551
173,0.8603303669970943,1.047925530526907
174,0.8060802387160497,1.0290247620204624
175,0.7154957033813121,0.9684395659375986
176,0.6472492148478202,0.9204571815868285
177,0.6162166248018641,0.8963767722494503
178,0.5910902823582711,0.8726541079159773
179,0.6118253610108896,0.8603303669970943
180,0.5660628939638545,0.8060802387160497
181,0.5239832494422247,0.7154957033813121
182,0.468493644045973,0.6472492148478202
183,0.4057828429955667,0.6162166248018641
184,0.38035278355007873,0.5910902823582711
185,0.3416872447943566,0.6118253610108896
186,0.28575913321278323,0.5660628939638545
187,0.2029242095840681,0.5239832494422247
188,0.15062923830576241,0.468493644045973
189,0.09061685859955815,0.4057828429955667
190,0.08299545074657372,0.38035278355007873
191,0.06663549697112969,0.3416872447943566
192,-0.01041768242565122,0.28575913321278323
193,-0.01770657410838089,0.2029242095840681
194,-0.07824894038498259,0.15062923830576241
195,-0.11533247778791655,0.09061685859955815
196,-0.1174304842729813,0.08299545074657372
197,-0.18777834505191837,0.06663549697112969
198,-0.219324323590528,-0.01041768242565122
199,-0.28957840752547526,-0.01770657410838089
200,-0.3834082579266792,-0.07824894038498259
201,-0.3835557598905002,-0.11533247778791655
202,-0.41174317778141095,-0.1174304842729813
203,-0.46452004406646685,-0.18777834505191837
204,-0.5391106556586927,-0.219324323590528
205,-0.5743608061715295,-0.28957840752547526
206,-0.5527075401641874,-0.3834082579266792
207,-0.5581993689820333,-0.3835557598905002
208,-0.5856360634890909,-0.41174317778141095
209,-0.6200608701137958,-0.46452004406646685
210,-0.6276829649947588,-0.5391106556586927
211,-0.6846637532913615,-0.5743608061715295
212,-0.6485295262681927,-0.5527075401641874
213,-0.6362844414594477,-0.5581993689820333
214,-0.5998807122287768,-0.5856360634890909
215,-0.6160706807933894,-0.6200608701137958
216,-0.58531270739745,-0.6276829649947588
217,-0.5573004535313837,-0.6846637532913615
218,-0.5964262191255945,-0.6485295262681927
219,-0.580387894983184,-0.6362844414594477
220,-0.5567232161537625,-0.5998807122287768
221,-0.5585684703332543,-0.6160706807933894
222,-0.5513392051970929,-0.58531270739745
223,-0.5168534095046895,-0.5573004535313837
224,-0.49498071461513,-0.5964262191255945
225,-0.5012203745573269,-0.580387894983184
226,-0.4553092610065708,-0.5567232161537625
227,-0.41873824871674137,-0.5585684703332543
