,noisy_sin,noisy_sin_missing_values
0,0.0,0.0
1,0.030985135350004932,0.030985135350004932
2,0.08655818025668843,0.08655818025668843
3,0.11545000016360474,
4,0.11439180348621074,0.11439180348621074
5,0.08429675320079008,
6,0.15376501190798952,0.15376501190798952
7,0.18159342314590574,
8,0.22588667909618237,0.22588667909618237
9,0.22574624069151464,0.22574624069151464
10,0.244618618368108,0.244618618368108
11,0.27753237516577944,
12,0.29848345404535925,0.29848345404535925
13,0.3244701078027441,
14,0.43586401758559873,0.43586401758559873
15,0.44917171857229765,0.44917171857229765
16,0.5156658539122356,0.5156658539122356
17,0.5108312044779194,
18,0.5720320438225932,
19,0.5689155853875113,0.5689155853875113
20,0.5814179366455311,
21,0.57672588091913,0.57672588091913
22,0.5991379671570444,
23,0.6192871891684034,0.6192871891684034
24,0.6837887791054124,0.6837887791054124
25,0.6974362123888297,0.6974362123888297
26,0.6722126362585584,
27,0.6919227690425424,
28,0.7305171282920659,0.7305171282920659
29,0.7256087429539452,
30,0.7380488863629959,
31,0.8009073296962506,0.8009073296962506
32,0.789106862269627,0.789106862269627
33,0.8020287079723694,0.8020287079723694
34,0.793732600052436,0.793732600052436
35,0.7774994842215855,0.7774994842215855
36,0.7764585944154754,0.7764585944154754
37,0.7652463331243045,
38,0.7880627581648899,0.7880627581648899
39,0.7945532264189531,
40,0.8285180509208295,0.8285180509208295
41,0.8740073643738533,0.8740073643738533
42,0.8938003618630429,0.8938003618630429
43,0.9350681250773303,0.9350681250773303
44,0.9252525201361927,0.9252525201361927
45,0.9073798516014412,
46,0.9344282694007883,0.9344282694007883
47,0.923574393184717,0.923574393184717
48,1.0211000483854504,
49,1.0317344931408765,
50,1.062340440011784,
51,1.0705511548692477,1.0705511548692477
52,1.0952228820075176,1.0952228820075176
53,1.11125571639878,
54,1.1267859430550513,1.1267859430550513
55,1.1827800338660277,1.1827800338660277
56,1.1954354510672884,1.1954354510672884
57,1.1794818172752122,1.1794818172752122
58,1.2427111921630178,1.2427111921630178
59,1.2163608816769989,1.2163608816769989
60,1.265345991049192,1.265345991049192
61,1.245499321067786,1.245499321067786
62,1.2400180312461497,1.2400180312461497
63,1.2147755157876419,
64,1.215101780494585,
65,1.2420697664852618,
66,1.2854635000463137,1.2854635000463137
67,1.2769064847370788,
68,1.3033789954916224,1.3033789954916224
69,1.2788903004042145,
70,1.3158364268740932,1.3158364268740932
71,1.279874076748291,
72,1.281063629832282,1.281063629832282
73,1.2895323083286545,
74,1.3084044756003816,
75,1.3089065175396768,1.3089065175396768
76,1.3202964892626645,1.3202964892626645
77,1.316583210235025,1.316583210235025
78,1.3671746087723873,1.3671746087723873
79,1.3359861949320555,1.3359861949320555
80,1.3010156439381455,1.3010156439381455
81,1.3168386322665824,
82,1.3107540405925386,
83,1.3151660611877467,1.3151660611877467
84,1.2785656555191178,1.2785656555191178
85,1.2910868740443804,
86,1.2323557453513247,1.2323557453513247
87,1.24330373607551,1.24330373607551
88,1.2477216990410425,1.2477216990410425
89,1.2030497970935723,
90,1.216772651503986,
91,1.2040498588323554,
92,1.1781409496824298,1.1781409496824298
93,1.2207745675400983,1.2207745675400983
94,1.1645441347698329,1.1645441347698329
95,1.1030876849819613,1.1030876849819613
96,1.0460600649597005,1.0460600649597005
97,1.0505884391321223,
98,1.0905764300022194,1.0905764300022194
99,1.10678317561142,
100,1.0885178300231966,1.0885178300231966
101,1.1240057232334673,1.1240057232334673
102,1.1076185009782964,1.1076185009782964
103,1.0623477304925242,
104,1.031452975427782,1.031452975427782
105,1.0076172328323445,
106,0.9640007290029375,0.9640007290029375
107,0.9308706043320274,0.9308706043320274
108,0.9354373818961468,0.9354373818961468
109,0.9053107227847723,
110,0.8128294403117727,0.8128294403117727
111,0.7789274619088878,0.7789274619088878
112,0.7338000293628892,0.7338000293628892
113,0.7034751104334627,
114,0.7090390850358792,
115,0.6925252001355396,0.6925252001355396
116,0.6965711134190702,0.6965711134190702
117,0.6712064283111804,0.6712064283111804
118,0.6644033851989442,0.6644033851989442
119,0.6301808705298615,
120,0.5861908660766721,0.5861908660766721
121,0.5806561684032312,
122,0.5522668993729107,0.5522668993729107
123,0.511048941344644,
124,0.5263255732466,0.5263255732466
125,0.49185363539005456,0.49185363539005456
126,0.4890208218705874,
127,0.4066166528758365,0.4066166528758365
128,0.3183074633111608,
129,0.31205087789568636,0.31205087789568636
130,0.29419010283142955,0.29419010283142955
131,0.23485330293568937,0.23485330293568937
132,0.2442796607453395,0.2442796607453395
133,0.2933103715782101,
134,0.3311479695089604,
135,0.318665155416074,0.318665155416074
136,0.3009542476034447,0.3009542476034447
137,0.2870853078148085,
138,0.2750706870197217,0.2750706870197217
139,0.24328560246958952,0.24328560246958952
140,0.2316985480143276,0.2316985480143276
141,0.23360644624753413,0.23360644624753413
142,0.22463431537404388,0.22463431537404388
143,0.17224786735768977,0.17224786735768977
144,0.1255114909547072,0.1255114909547072
145,0.1196880914404414,0.1196880914404414
146,0.03578199679252686,
147,-0.02270583149497757,
148,-0.1102899464829235,
149,-0.09631177678062619,-0.09631177678062619
150,-0.11453101262653681,-0.11453101262653681
151,-0.11906166930458834,-0.11906166930458834
152,-0.08864471459552148,-0.08864471459552148
153,-0.15289199391076924,-0.15289199391076924
154,-0.20305107198440792,-0.20305107198440792
155,-0.24011166443034399,-0.24011166443034399
156,-0.22851766488760977,-0.22851766488760977
157,-0.24594217041256816,-0.24594217041256816
158,-0.3245213426288785,-0.3245213426288785
159,-0.3516845289486183,
160,-0.34455141653572263,
161,-0.4168546420668494,
162,-0.4204922224401377,-0.4204922224401377
163,-0.4141804058064495,-0.4141804058064495
164,-0.4383446915350598,-0.4383446915350598
165,-0.4478942972324319,-0.4478942972324319
166,-0.4274073426991621,-0.4274073426991621
167,-0.45931822585610915,-0.45931822585610915
168,-0.46254295272787455,-0.46254295272787455
169,-0.39111531228272967,-0.39111531228272967
170,-0.42266118730499624,-0.42266118730499624
171,-0.4070992484457757,-0.4070992484457757
172,-0.3962113236622914,-0.3962113236622914
173,-0.39408950480115723,-0.39408950480115723
174,-0.43613340134270795,-0.43613340134270795
175,-0.40719726569744596,-0.40719726569744596
176,-0.38116416768287464,-0.38116416768287464
177,-0.41896563681652954,-0.41896563681652954
178,-0.37494650036111155,-0.37494650036111155
179,-0.38777209081557584,-0.38777209081557584
180,-0.36042340696973285,
181,-0.40073431860261366,-0.40073431860261366
182,-0.3620243643001768,-0.3620243643001768
183,-0.40011628910678165,
184,-0.4458649680298792,-0.4458649680298792
185,-0.43579258243466934,
186,-0.4311859616594126,
187,-0.4177068153520318,
188,-0.435481325637885,-0.435481325637885
189,-0.43111903482093505,-0.43111903482093505
190,-0.41053653299073256,-0.41053653299073256
191,-0.43082353610855995,
192,-0.4491139446739788,-0.4491139446739788
193,-0.47738088326101036,
194,-0.4416581432998842,-0.4416581432998842
195,-0.4510296231517812,-0.4510296231517812
196,-0.4137678118493091,
197,-0.4469341016370778,
198,-0.45000312154452426,-0.45000312154452426
199,-0.4457832627876731,
200,-0.4475256597022892,
201,-0.4104067623647907,
202,-0.44761986268556747,
203,-0.46433478409296647,-0.46433478409296647
204,-0.45233222335679324,
205,-0.448751603142624,-0.448751603142624
206,-0.4333304516905702,-0.4333304516905702
207,-0.3642119370333272,
208,-0.3697692896628004,-0.3697692896628004
209,-0.4026289546598394,
210,-0.4061675623729231,-0.4061675623729231
211,-0.36384799889385055,
212,-0.36433233006858373,
213,-0.4051042068522009,-0.4051042068522009
214,-0.3675999965649415,-0.3675999965649415
215,-0.36552631969645105,-0.36552631969645105
216,-0.3327061621305998,
217,-0.26086586828738106,-0.26086586828738106
218,-0.24158908571714527,
219,-0.2838440087142932,
220,-0.26243350831149326,-0.26243350831149326
221,-0.22154007078966143,
222,-0.17131027657011183,
223,-0.22441166436880228,-0.22441166436880228
224,-0.2200698163921016,-0.2200698163921016
225,-0.2540516525971075,-0.2540516525971075
226,-0.22993962174449661,-0.22993962174449661
227,-0.23737907725981366,-0.23737907725981366
228,-0.20445522708713498,-0.20445522708713498
229,-0.19458621872063842,-0.19458621872063842
230,-0.17608422476165653,-0.17608422476165653
231,-0.1477293171942926,-0.1477293171942926
232,-0.16553106185037686,
233,-0.16374705340202644,-0.16374705340202644
234,-0.10003398892950882,-0.10003398892950882
235,-0.06571585553219333,
236,-0.05283455984608715,
237,-0.07357480216371781,-0.07357480216371781
238,-0.01866016631530959,-0.01866016631530959
239,0.04885566800099045,0.04885566800099045
240,0.043453947734814424,
241,0.08334844760712007,0.08334844760712007
242,0.10628872496861469,0.10628872496861469
243,0.12164196714442285,0.12164196714442285
244,0.1715604778062287,0.1715604778062287
245,0.24920021756343907,0.24920021756343907
246,0.25517559388600014,
247,0.31057731882574385,0.31057731882574385
248,0.34459803165226655,0.34459803165226655
249,0.3449161464711116,
250,0.3944636196078807,0.3944636196078807
251,0.3797201049520585,0.3797201049520585
252,0.4140335945339818,
253,0.4344246294200689,0.4344246294200689
254,0.44964086383187285,
255,0.4884772369683585,0.4884772369683585
256,0.5308463801781301,
257,0.5486357450063907,
258,0.5272239013701392,
259,0.5563080635650413,0.5563080635650413
260,0.5301022553271197,
261,0.5731010366480215,0.5731010366480215
262,0.5947542994750723,0.5947542994750723
263,0.6332721874908085,0.6332721874908085
264,0.6046453058827377,0.6046453058827377
265,0.6116952100537317,
266,0.6445210203703136,0.6445210203703136
267,0.6432712115440984,0.6432712115440984
268,0.7172901999397274,0.7172901999397274
269,0.7583392979599911,0.7583392979599911
270,0.7942574217391878,
271,0.7655340323131996,0.7655340323131996
272,0.7510757653276532,
273,0.7082806098095161,0.7082806098095161
274,0.7051751890888212,
275,0.7058305850270246,
276,0.7029903695331516,
277,0.7057910306634444,
278,0.6892181975237816,
279,0.7044015980156086,0.7044015980156086
280,0.7160562818910869,0.7160562818910869
281,0.6899928259731535,
282,0.7073483399524056,0.7073483399524056
283,0.6983951774976199,0.6983951774976199
284,0.7660112374925679,0.7660112374925679
285,0.728524011898564,0.728524011898564
286,0.7211836369675916,
287,0.7620354305505281,
288,0.7602507957359691,0.7602507957359691
289,0.8534129951674536,0.8534129951674536
290,0.8637032916949715,0.8637032916949715
291,0.8504704103564242,0.8504704103564242
292,0.8208960907945512,0.8208960907945512
293,0.878764226493725,
294,0.930015425664639,0.930015425664639
295,0.9591606544304526,
