Unnamed: 0,noisy_sin,noisy_sin_random_missing,noisy_sin_regular_missing,noisy_sin_random_missing_forwardfill,noisy_sin_random_missing_globalmean,noisy_sin_random_missing_meanlast30,noisy_sin_random_missing_linearfit30,noisy_sin_random_missing_cubicfit30,noisy_sin_regular_missing_forwardfill,noisy_sin_regular_missing_globalmean,noisy_sin_regular_missing_meanlast30,noisy_sin_regular_missing_linearfit30,noisy_sin_regular_missing_cubicfit30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876,0.0985414125335876
2,0.14387122615623182,0.14387122615623182,,0.14387122615623182,0.14387122615623182,0.14387122615623182,0.14387122615623182,0.14387122615623182,0.0985414125335876,0.0492707062667938,0.0492707062667938,0.19708282506717525,0.4598599251567422
3,0.1909338314478813,,0.1909338314478813,0.14387122615623182,0.08080421289660647,0.08080421289660647,0.2246754390528383,-0.005487054422581128,0.1909338314478813,0.1909338314478813,0.1909338314478813,0.1909338314478813,0.1909338314478813
4,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328,0.22468629075647328
5,0.3039557716983841,0.3039557716983841,,0.3039557716983841,0.3039557716983841,0.3039557716983841,0.3039557716983841,0.3039557716983841,0.22468629075647328,0.1126864482009472,0.1126864482009472,0.30477837208919556,0.03328456981514755
6,0.3074176886336375,,0.3074176886336375,0.3039557716983841,0.14197648567354726,0.14197648567354726,0.36385679397197096,0.6976287015140343,0.3074176886336375,0.3074176886336375,0.3074176886336375,0.3074176886336375,0.3074176886336375
7,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049,0.4061964460109049
8,0.4446175643213258,,,0.4061964460109049,0.17500398071571693,0.17500398071571693,0.4698416645367458,0.4462784512575588,0.4061964460109049,0.1737166029812782,0.1737166029812782,0.443593658475459,0.9145917398549663
9,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366,0.5077026880735366
